date_time;resolve;uid;title;url;text;views;answers;author;upvotes;type;tags
01/08/2011 16:51:00;false;1;Ruby + DocuSign API Office Hours Thursday, August 25th from 1:00pm-2:00pm PST;http://community.docusign.com/t5/DocuSign-API-Integration-Ruby-Salesforce-and-Other-READ-ONLY/Ruby-DocuSign-API-Office-Hours-Thursday-August-25th-from-1-00pm-2/td-p/5001;"Do you have a Ruby application that you want to integrate with DocuSign? Ask any DocuSign API or Ruby-related questions at the DocuSign Office Hours on Thursday, August 25th from 1:00pm-2:00pm PST. This is an open forum for you to ask a Technical Evangelist questions about integrating with the DocuSign API, so join us to ask your own or to listen to other developers' experiences before you start!
 
https://www1.gotomeeting.com/register/698656857
Register your seat today!";875;0;nicholasareed;0;question;
20/03/2013 11:51:00;true;2;API to send, Docusign Connect to sync;http://community.docusign.com/t5/DocuSign-API-Integration-Ruby-Salesforce-and-Other-READ-ONLY/API-to-send-Docusign-Connect-to-sync/td-p/17431;We are switching over to using the Docusign API directly in Salesforce but would like to still be able to use Docusign for Salesforce to sync the Docusign Status and related records into Salesforce. In my testing I can see the Docusign Status records being created correctly by Docusign for Salesforce, but they are not being associated to the Opportunities automatically.  Where in the createandsendenvelope API call can i specify which Opportunity to relate the Status record to? Or should I create the Status record myself immediately with the Docusign Envelope ID filled in so that Docusign for Salesforce can find it and fill it in?;801;4;jahluwalia;0;question;
20/03/2013 14:21:00;;2.1;Re: API to send, Docusign Connect to sync;http://community.docusign.com/t5/DocuSign-API-Integration-Ruby-Salesforce-and-Other-READ-ONLY/API-to-send-Docusign-Connect-to-sync/td-p/17431;So far I've found that yes If I manually create a Docusign Status record in Salesforce before Docusign for Salesforce integration does, and I make sure to use an all uppercase version of the Envelope Id in the Docusign Envelope Id field that Docusign for Salesforce will find it and update that record instead of creating its own.  Would still rather just tell the envelope via the API which Opportunity it should relate to and let Docusign for Salesforce handle everything.;795;N/A;jahluwalia;0;answer;N/A
21/03/2013 09:17:00;;2.2;Re: API to send, Docusign Connect to sync;http://community.docusign.com/t5/DocuSign-API-Integration-Ruby-Salesforce-and-Other-READ-ONLY/API-to-send-Docusign-Connect-to-sync/td-p/17431;I've actually been told that we do not support this functionality right now but that we will eventually be adding it to the REST API.  It's possible this might be in place by June timerame but can't guarantee that at this point...;784;N/A;Ergin;0;answer;N/A
21/03/2013 10:23:00;;2.3;Re: API to send, Docusign Connect to sync;http://community.docusign.com/t5/DocuSign-API-Integration-Ruby-Salesforce-and-Other-READ-ONLY/API-to-send-Docusign-Connect-to-sync/td-p/17431;OKay sounds like then I will have to go with manual approach for now.;782;N/A;jahluwalia;0;answer;N/A
26/03/2013 14:36:00;solution;2.4;Re: API to send, Docusign Connect to sync;http://community.docusign.com/t5/DocuSign-API-Integration-Ruby-Salesforce-and-Other-READ-ONLY/API-to-send-Docusign-Connect-to-sync/td-p/17431;Found the correct way via the API. Specify customfield with reserved field name and give it the Id: http://community.docusign.com/t5/DocuSign-API-Integration-Ruby-Salesforce-and-Other/Set-Reserved-Cus... http://www.docusign.com/p/APIGuide/APIGuide.htm   (search for EnvelopeInformation);693;N/A;jahluwalia;0;answer;N/A
02/04/2013 01:04:00;false;3;This Account lacks sufficient permissions.;http://community.docusign.com/t5/DocuSign-API-Integration-Ruby-Salesforce-and-Other-READ-ONLY/This-Account-lacks-sufficient-permissions/td-p/18097;"Hi Support, I cannot connect to my demo account via API. It says {  ""errorCode"": ""ACCOUNT_LACKS_PERMISSIONS"",  ""message"": ""This Account lacks sufficient permissions.""}. The account id is 270349-demo and below is rest of the info. API UserName: 9c753b5a-4498-4274-81f5-f5f5d61880c4 or mohsin.raza@synety.comAPI Password: <your current password>API Account ID: 3c8ad4b9-f88b-45eb-9c48-f89a9c3e4465Active Integrator KeysDescriptionActivate InActivate InActivate InActivate In(none)  (none)(none)(none) Also when I press the button that says ""Get Demo Integrator Key"", the page refreshes and no new key is generated. Please help. Mohsin";819;4;mohsinrazasfdc;0;question;
02/04/2013 09:42:00;;3.1;Re: This Account lacks sufficient permissions.;http://community.docusign.com/t5/DocuSign-API-Integration-Ruby-Salesforce-and-Other-READ-ONLY/This-Account-lacks-sufficient-permissions/td-p/18097;Hi, which API call are you making when you receive the ACCOUNT_LACKS_PERMISSIONS error?  Are you trying to do embedded sending or signing?  If so please try again, should be good now...;813;N/A;Ergin;0;answer;N/A
02/04/2013 10:28:00;;3.2;Re: This Account lacks sufficient permissions.;http://community.docusign.com/t5/DocuSign-API-Integration-Ruby-Salesforce-and-Other-READ-ONLY/This-Account-lacks-sufficient-permissions/td-p/18097;Hi Ergin, Thanks for this. Yes I am able to use the createenvelope method of API. But I am still not able to generate the Integrator Key. Can you try and sort this too? Mohsin;812;N/A;mohsinrazasfdc;0;answer;N/A
02/04/2013 10:30:00;;3.3;Re: This Account lacks sufficient permissions.;http://community.docusign.com/t5/DocuSign-API-Integration-Ruby-Salesforce-and-Other-READ-ONLY/This-Account-lacks-sufficient-permissions/td-p/18097;There's currently a bug with generating Integrator Keys, I'll let you know once we have a fix.;810;N/A;Ergin;0;answer;N/A
02/04/2013 10:34:00;;3.4;Re: This Account lacks sufficient permissions.;http://community.docusign.com/t5/DocuSign-API-Integration-Ruby-Salesforce-and-Other-READ-ONLY/This-Account-lacks-sufficient-permissions/td-p/18097;OK I will wait.;809;N/A;mohsinrazasfdc;0;answer;N/A
01/04/2013 14:41:00;false;4;SOAP/REST API - Void multiple envelope in signle webservice request;http://community.docusign.com/t5/DocuSign-API-Integration-Ruby-Salesforce-and-Other-READ-ONLY/SOAP-REST-API-Void-multiple-envelope-in-signle-webservice-request/td-p/18065;I like to know is it possible to void multiple envelope in one web services call out request,, currently i'm doing  one at a time, wonder its possible to do atleast 10 per request? ThanksRam;532;2;ram_sj;0;question;REST API. soap api. void envelope
01/04/2013 15:01:00;;4.1;Re: SOAP/REST API - Void multiple envelope in signle webservice request;http://community.docusign.com/t5/DocuSign-API-Integration-Ruby-Salesforce-and-Other-READ-ONLY/SOAP-REST-API-Void-multiple-envelope-in-signle-webservice-request/td-p/18065;"Hi Ram,
 
Sorry but this is currently not supported- both the REST and SOAP APIs only allow you void 1 envelope at a time. 
 
Thanks,
-Ergin";530;N/A;Ergin;0;answer;N/A
02/04/2013 11:56:00;;4.2;Re: SOAP/REST API - Void multiple envelope in signle webservice request;http://community.docusign.com/t5/DocuSign-API-Integration-Ruby-Salesforce-and-Other-READ-ONLY/SOAP-REST-API-Void-multiple-envelope-in-signle-webservice-request/td-p/18065;Thanks!;523;N/A;ram_sj;0;answer;N/A
01/04/2013 16:57:00;false;5;Manually send email to signers;http://community.docusign.com/t5/DocuSign-API-Integration-Ruby-Salesforce-and-Other-READ-ONLY/Manually-send-email-to-signers/td-p/18083;Hi, I'm working on a integration with salesforce. I wanna know whether DocuSign supports us to send the email request to signer by calling API methods. I did some research on DocuSign's API documentation, but no luck with that. Here is the detail about what I want to do. For example, we have 3 signers for a contract to sign, their order is 1,2,3. After the 1st person, who is our client, signs the contract, is it possible to prevent DocuSign send the request to the 2nd person? Why we are doing this is that we need to approve this contract internally before the 2nd person can sign it. We want to send the request to the 2nd person manaully after this contract is approved by calling DocuSign's API. Do anybody know if it's possible?;523;3;jeffreyyuan;0;question;
01/04/2013 21:21:00;;5.1;Re: Manually send email to signers;http://community.docusign.com/t5/DocuSign-API-Integration-Ruby-Salesforce-and-Other-READ-ONLY/Manually-send-email-to-signers/td-p/18083;"Hi, I think you can use Embedding functionality to accomplish your goals.  At the fundamental level there are two different types of recipients you can have- remote recipients or embedded recipients.  Remote recipients use email links to initiate requests, sign envelopes, etc.  Embedded recipients, on the other hand, do not use email at all but instead use authenticated URL tokens to access envelopes and sign documents.  
 
For a given envelope you can have a combination of remote and embedded (aka captive) recipients, so for your use case you could have the first recipient setup as a remote recipient and the second setup as an embedded recipient.  This way once the first recipient signs, the second recipient will not be able to sign until a URL token is generated for them.  At this point you can put your contact through your internal approval process, and if declined void the envelope, if approved generate a URL token for the second recipient and have them navigate to it.  (If you wanted I guess you could mimic the email notification by including the link in an email to the recipient).  The URL tokens do, however, have a TTL (time to life) of 5 minutes, which means that they expire after 5 minutes if not accessed by then.  At that point a new token would need to be generated.    
 
You can test this out through the API Explorer tool (see the Views section), and the last 3 API Walkthroughs all demonstrate embedding functionality.";518;N/A;Ergin;0;answer;N/A
02/04/2013 10:41:00;;5.2;Re: Manually send email to signers;http://community.docusign.com/t5/DocuSign-API-Integration-Ruby-Salesforce-and-Other-READ-ONLY/Manually-send-email-to-signers/td-p/18083;"I think there's at least a couple of solutions for you here, maybe more.  Another option I was thinking of is using the Editor, Agent, or Manage Envelope recipient types.  With those types, once it's their turn in the routing order they are supposed to enter the information for the remaining recipients, such as name and email address.  Once they have done that, the request continues on to the remaining recipients that they have now specified, based on routing order.
 
Yet another option I was thinking of but is a little more of a hack, is if you specify slightly incorrect information for a recipient and then do a recipient correction (changing to the correct email address).  With that you could basically prevent it from going to a recipient by having the wrong info, then you could POST the correct information once you approve the application and it would then go to the next recipient.
 
HTH";508;N/A;Ergin;0;answer;N/A
02/04/2013 15:55:00;;5.3;Re: Manually send email to signers;http://community.docusign.com/t5/DocuSign-API-Integration-Ruby-Salesforce-and-Other-READ-ONLY/Manually-send-email-to-signers/td-p/18083;Hi Ergin, Brilliant! Thanks for the help. I was thinking about do it using the second way, correcting the recipient's information yesterday. I wanna try the other ways you suggest, then decide which way to do this.;505;N/A;jeffreyyuan;0;answer;N/A
