date_time;resolve;uid;title;url;text;views;answers;author;upvotes;type;tags
13/07/2012 14:39:00;true;1;document types supported?;http://community.docusign.com/t5/DocuSign-API-Integration-Java-READ-ONLY/document-types-supported/td-p/11385;What document types are supported by docusign webservice APIs?;1950;4;aabb;0;question;
14/07/2012 13:59:00;;1.1;Re: document types supported?;http://community.docusign.com/t5/DocuSign-API-Integration-Java-READ-ONLY/document-types-supported/td-p/11385;"Here is a list of supported documents.
 
SS Microsoft(r) Word(r) 2003, 2007, 2010
SS Microsoft Excel(r) 2003, 2007, 2010
SS Microsoft PowerPoint(r) 2003, 2007, 2010
SS Text files (.txt)
SS Rich Text Format (.rtf)
SS Image file formats (.png, .jpg, .gif and .tif)
SS Portable Document Format (.pdf) files";1947;N/A;vladcretu;0;answer;N/A
16/07/2012 00:38:00;;1.2;Re: document types supported?;http://community.docusign.com/t5/DocuSign-API-Integration-Java-READ-ONLY/document-types-supported/td-p/11385;Thanks for your reply. I am using CreateAndSendEnvelope webservice call and it only accepts PDF bytes as a document object. How do I send a non-PDF document?;1944;N/A;aabb;0;answer;N/A
17/07/2012 14:20:00;solution;1.3;Re: document types supported?;http://community.docusign.com/t5/DocuSign-API-Integration-Java-READ-ONLY/document-types-supported/td-p/11385;"That is both legacy naming, and the fact that when the document comes back, it will be converted to PDF.
 
Put in PDFBytes your documents' bytes,and make sure to populate the file extension attribute.
 
If you switch to REST, you don't need to do any of that since you'll be sending a multipart/form-data request.";1930;N/A;vladcretu;0;answer;N/A
08/04/2014 18:28:00;;1.4;Re: document types supported?;http://community.docusign.com/t5/DocuSign-API-Integration-Java-READ-ONLY/document-types-supported/td-p/11385;Please view page 30 of the User Guide;917;N/A;DocuMarc;0;answer;N/A
14/01/2013 12:27:00;false;2;Java API Walkthrough example using JSON;http://community.docusign.com/t5/DocuSign-API-Integration-Java-READ-ONLY/Java-API-Walkthrough-example-using-JSON/td-p/14993;"Can someone post the ""Request Signature on a Document"" Java example in the API Walkthrough reworked to use JSON instead of XML?  I'm interested in using only Oracle's Java (no third party libs) as in the original example but I'm particularly interested in how the JSON is handled and how it's incorporated into the request body String.  Can the JSON be put into a Java String just as the XML is and then inserted into the requestBody string or must the JSON be transformed into some type of Java object?  The example code can be found at the following URL under the Java tab: http://iodocs.docusign.com/APIWalkthrough/requestSignatureFromDocument Thank you.";1414;2;wd;0;question;
14/01/2013 14:19:00;;2.1;Re: Java API Walkthrough example using JSON;http://community.docusign.com/t5/DocuSign-API-Integration-Java-READ-ONLY/Java-API-Walkthrough-example-using-JSON/td-p/14993;"Hi, the Java and C# API Walkthroughs use XML format, whereas the PHP, JavaScript, and Python examples show JSON.  The Python sample in particular does it by building a single string and using that in the request- so to answer your question- yes you can put the JSON (or XML) formatted data into a single string.  I'm pasting the python string here for your review but I'm pretty sure the formatting will get messed up, you probably just want to copy it from the website...
 
envelopeDef = ""{\""emailBlurb\"":\""This comes from Python\"","" + \
""\""emailSubject\"":\""API Call for adding signature request to document and sending\"","" + \
""\""documents\"":[{"" + \
""\""documentId\"":\""1\"","" + \
""\""name\"":\""test_doc.txt\""}],"" + \
""\""recipients\"":{"" + \
""\""signers\"":[{"" + \
""\""email\"":\"""" + username + ""\"","" + \
""\""name\"":\""Name\"","" + \
""\""recipientId\"":\""1\"","" + \
""\""tabs\"":{"" + \
""\""signHereTabs\"":[{"" + \
""\""xPosition\"":\""100\"","" + \
""\""yPosition\"":\""100\"","" + \
""\""documentId\"":\""1\"","" + \
""\""pageNumber\"":\""1\"""" + ""}]}}]},"" + \
""\""status\"":\""sent\""}"";
 
Thanks,
-Ergin";1409;N/A;Ergin;0;answer;N/A
25/01/2013 07:08:00;;2.2;Re: Java API Walkthrough example using JSON;http://community.docusign.com/t5/DocuSign-API-Integration-Java-READ-ONLY/Java-API-Walkthrough-example-using-JSON/td-p/14993;I found the Jackson library to be easy to use to marshal and unmarshal the JSON text.  There are some great JSON tutorials here.  http://www.mkyong.com/tutorials/java-json-tutorials/.  This site also has many other great tutorials on anything Java.;1352;N/A;rreinhar;0;answer;N/A
28/01/2013 09:01:00;false;3;Can EmbeddedDocuSign be configured to work on the bahalf of a DocuSign user;http://community.docusign.com/t5/DocuSign-API-Integration-Java-READ-ONLY/Can-EmbeddedDocuSign-be-configured-to-work-on-the-bahalf-of-a/td-p/15447;The implementation of EmbeddedDocuSign in the API walkthrough  (http://iodocs.docusign.com/APIWalkthrough/embeddedDocuSign) signs in the API user (I.E. the user to which the integrator key belongs). Is there a means to implement EmbeddedDocusign by supplying it with as ActAsUser so the API user can authenticate on the behalf of a DocuSign user so that when the MemberConsole token URL is returned, it returns the token for a MemberConsole session for say Fred.Flintstone@hp.com as opposed to the API user account session? We accomplished something similar using EmbeddedSending with the SOBO user, so am wondering if there is a corollary to the SOBO user for use with EmbeddedDocuSign that we would need to add to the X-DocuSign-Authentication string (<SendOnBehlafOf> tags were added to the auth string on EmbeddedSending)?  Thanks -Glenn;651;1;gmagnant;0;question;
28/01/2013 12:30:00;;3.1;Re: Can EmbeddedDocuSign be configured to work on the bahalf of a DocuSign user;http://community.docusign.com/t5/DocuSign-API-Integration-Java-READ-ONLY/Can-EmbeddedDocuSign-be-configured-to-work-on-the-bahalf-of-a/td-p/15447;"Hi Glenn,
 
I just ran a test for this locally and I was able to get it to work.  The basic premise is that I have an account with two users (we'll say User1 and User2) and they have permissions to use Act-As authentication through their account settings (I think only User1 needs this though).  
 
I already had an oAuth token stored for User2 from a previous test, and it sounds like you've been able to get this to work for other use cases (i.e. Embedded Sending) so I'm assuming you have your oAuth steps working correctly.  I copied the (PHP) code from APIWalkthrough for Embedded DocuSign and then in the second request (i.e. Get Console View) I setup the request like the following:
 
// // STEP 2 - get the console view // $data = array(""accountId"" => $accountId);
$data_string = json_encode($data);  $curl = curl_init($baseUrl . ""/views/console"" ); curl_setopt($curl, CURLOPT_RETURNTRANSFER, true); curl_setopt($curl, CURLOPT_POST, true); curl_setopt($curl, CURLOPT_POSTFIELDS, $data_string);  curl_setopt($curl, CURLOPT_HTTPHEADER, array(  'Content-Type: application/json',  'Content-Length: ' . strlen($data_string), ""X-DocuSign-Act-As-User: $emailOnBehalf"", ""Authorization: bearer $AT_BEHALF"") );
 
As you can see I added the X-DocuSign-Act-As-User header, providing the email address of User2, and I also added the ""Authorization: bearer 123456789........"" header with $AT_BEHALF being the oAuth token I had previously generated for User2.  
 
Once the request went through I navigated to the URL that was generated, and sure enough it started me in the DocuSign Member Console as User2.
 
Hope this helps...";648;N/A;Ergin;0;answer;N/A
29/01/2013 13:41:00;true;4;Receiving Blank Content inside PDF that sent for Request for Signature using Rest API call;http://community.docusign.com/t5/DocuSign-API-Integration-Java-READ-ONLY/Receiving-Blank-Content-inside-PDF-that-sent-for-Request-for/td-p/15519;"Hi,I am trying to Send document for signature using Jersey Rest Client. My PDF document is actually getting sent but with blank content. In other words if the PDF have 5 Pages its sending the PDF with 5 pages but all five pages are blank.Can anyone tell me what wrong I am doing here. Somehow Jersey Multipart sending is not working for me so creating Request in String format using StringWriter and adding the PDF contents to it. The sample code to add the PDF content at my end is mentioned below.FileInputStream fis = new FileInputStream(<Path of the PDF file>);InputStreamReader isr = new InputStreamReader(fis);Reader in = new BufferedReader(isr);int ch;while ((ch = in.read()) > -1) {requestContent.write((char)ch);}in.close();isr.close();fis.close();Where requestContent is of type StringWriter. If I print the value of that StringWriter along with other Request Body the complete Request Body is shown below. --BOUNDARYContent-Type: application/jsonContent-Disposition: form-data{""emailBlurb"":""Please sign the document."",""emailSubject"":""Please sign up this doc - Mon Jan 28 23:47:53 PST 2013"",""status"":""sent"",""documents"":[{""documentId"":""1"",""name"":""testEsign.pdf""}],""recipients"":{""signers"":[{""recipientId"":""1"",""email"":""tmajumdar@selectica.com"",""name"":""tapas""}]}}--BOUNDARYContent-Type: application/octet-streamContent-Disposition: file; filename=""testEsign.pdf""; documentId=1%PDF-1.3%Ci?C/5 0 obj<</Length 6 0 R/Filter /FlateDecode>>streamxoeu--IoO0AEa,,,AC@: iJ+?!?A~yuS,,8oE+-*A&!uOEy/a,,&Aas3><*$?th=i++;?,,Oi startxref17773%%EOF--BOUNDARY-- Full PDF stream is not shown here.This works fine if I try to send Text file but not with PDF. Even if I statically change Content-Type: application/octet-stream to application/pdf it shows same results. I tried sending PDF document in the Java example provided in API Walkthrough (http://iodocs.docusign.com/APIWalkthrough/requestSignatureFromTemplate) but in that case too only txt file works not PDF file. I tried my best here to convert the PHP equivalent of the code (which I assume is working for PDF) in JAVA but so far no sucess.  So is there any example available in Java that I can use to send PDF files or if anyone can tell what wrong I am doing here. Based on other questions in forum I came to know PDF contents should not be sent as String, but somehow not able to send multipart post request using jersey so wondering if anyone developed any thing similar in Jersey or in Java which does not depend on Multipart Object?  Please Help.";2802;17;DocusignUser;0;question;
